Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2009/2010,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4554.000
2010/2011,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4605.000
2011/2012,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4726.000
2012/2013,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4785.000
2013/2014,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4847.000
2014/2015,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4952.000
2015/2016,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4975.000
2016/2017,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,5050.000
2017/2018,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,5151.000
2006/2007,British Columbia,Law,v62427156,11.5,7437.000
2007/2008,British Columbia,Law,v62427156,11.5,7592.000
2008/2009,British Columbia,Law,v62427156,11.5,9104.000
2009/2010,British Columbia,Law,v62427156,11.5,9193.000
2010/2011,British Columbia,Law,v62427156,11.5,9376.000
2011/2012,British Columbia,Law,v62427156,11.5,9564.000
2012/2013,British Columbia,Law,v62427156,11.5,9536.000
2013/2014,British Columbia,Law,v62427156,11.5,9642.000
2014/2015,British Columbia,Law,v62427156,11.5,10115.000
2015/2016,British Columbia,Law,v62427156,11.5,10014.000
2016/2017,British Columbia,Law,v62427156,11.5,11112.000
2017/2018,British Columbia,Law,v62427156,11.5,11334.000
2006/2007,British Columbia,"Business, management and public administration",v62427157,11.6,4743.000
2007/2008,British Columbia,"Business, management and public administration",v62427157,11.6,4914.000
2008/2009,British Columbia,"Business, management and public administration",v62427157,11.6,4567.000
2009/2010,British Columbia,"Business, management and public administration",v62427157,11.6,4385.000
2010/2011,British Columbia,"Business, management and public administration",v62427157,11.6,4300.000
2011/2012,British Columbia,"Business, management and public administration",v62427157,11.6,4626.000
2012/2013,British Columbia,"Business, management and public administration",v62427157,11.6,4449.000
2013/2014,British Columbia,"Business, management and public administration",v62427157,11.6,4500.000
2014/2015,British Columbia,"Business, management and public administration",v62427157,11.6,4700.000
2015/2016,British Columbia,"Business, management and public administration",v62427157,11.6,5020.000
2016/2017,British Columbia,"Business, management and public administration",v62427157,11.6,5188.000
2017/2018,British Columbia,"Business, management and public administration",v62427157,11.6,5298.000
2006/2007,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4414.000
2007/2008,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4523.000
2008/2009,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4433.000
2009/2010,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4480.000
2010/2011,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4585.000
2011/2012,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4703.000
2012/2013,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4790.000
2013/2014,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4886.000
2014/2015,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4880.000
2015/2016,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4983.000
2016/2017,British Columbia,Physical and life sciences and technologies,v62427158,11.7,4999.000
2017/2018,British Columbia,Physical and life sciences and technologies,v62427158,11.7,5099.000
2006/2007,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4447.000
2007/2008,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4547.000
2008/2009,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4479.000
2009/2010,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4517.000
2010/2011,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4545.000
2011/2012,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4667.000
2012/2013,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4719.000
2013/2014,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4848.000
2014/2015,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4894.000
2015/2016,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,4940.000
2016/2017,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,5032.000
2017/2018,British Columbia,"Mathematics, computer and information sciences",v62427159,11.8,5133.000
2006/2007,British Columbia,Engineering,v62427160,11.9,4395.000
2007/2008,British Columbia,Engineering,v62427160,11.9,4400.000
2008/2009,British Columbia,Engineering,v62427160,11.9,4484.000
2009/2010,British Columbia,Engineering,v62427160,11.9,4675.000
2010/2011,British Columbia,Engineering,v62427160,11.9,4649.000
2011/2012,British Columbia,Engineering,v62427160,11.9,4742.000
2012/2013,British Columbia,Engineering,v62427160,11.9,4879.000
2013/2014,British Columbia,Engineering,v62427160,11.9,4976.000
2014/2015,British Columbia,Engineering,v62427160,11.9,5140.000
2015/2016,British Columbia,Engineering,v62427160,11.9,5438.000
2016/2017,British Columbia,Engineering,v62427160,11.9,5509.000
2017/2018,British Columbia,Engineering,v62427160,11.9,5620.000
2008/2009,British Columbia,Architecture and related technologies,v62427146,11.10,4342.000
2009/2010,British Columbia,Architecture and related technologies,v62427146,11.10,4430.000
2010/2011,British Columbia,Architecture and related technologies,v62427146,11.10,4518.000
2011/2012,British Columbia,Architecture and related technologies,v62427146,11.10,4608.000
2012/2013,British Columbia,Architecture and related technologies,v62427146,11.10,4700.000
2013/2014,British Columbia,Architecture and related technologies,v62427146,11.10,4794.000
2014/2015,British Columbia,Architecture and related technologies,v62427146,11.10,4890.000
2015/2016,British Columbia,Architecture and related technologies,v62427146,11.10,5306.000
2016/2017,British Columbia,Architecture and related technologies,v62427146,11.10,5396.000
2017/2018,British Columbia,Architecture and related technologies,v62427146,11.10,5504.000
2006/2007,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4181.000
2007/2008,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4367.000
2008/2009,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4351.000
2009/2010,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4214.000
2010/2011,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4510.000
2011/2012,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4731.000
2012/2013,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4631.000
2013/2014,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4700.000
2014/2015,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4975.000
2015/2016,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,5064.000
2016/2017,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,4983.000
2017/2018,British Columbia,"Agriculture, natural resources and conservation",v62427147,11.11,5082.000
2007/2008,British Columbia,Dentistry,v62427148,11.12,10920.000
2008/2009,British Columbia,Dentistry,v62427148,11.12,11133.000
2009/2010,British Columbia,Dentistry,v62427148,11.12,11356.000
2010/2011,British Columbia,Dentistry,v62427148,11.12,15457.000
2011/2012,British Columbia,Dentistry,v62427148,11.12,15766.000
2012/2013,British Columbia,Dentistry,v62427148,11.12,16082.000
2013/2014,British Columbia,Dentistry,v62427148,11.12,16403.000
2014/2015,British Columbia,Dentistry,v62427148,11.12,16731.000
2015/2016,British Columbia,Dentistry,v62427148,11.12,27111.000
2016/2017,British Columbia,Dentistry,v62427148,11.12,27653.000
2017/2018,British Columbia,Dentistry,v62427148,11.12,28206.000
2006/2007,British Columbia,Medicine,v62427149,11.13,10701.000
2007/2008,British Columbia,Medicine,v62427149,11.13,10920.000
2008/2009,British Columbia,Medicine,v62427149,11.13,11133.000
2009/2010,British Columbia,Medicine,v62427149,11.13,11356.000
2010/2011,British Columbia,Medicine,v62427149,11.13,15457.000
2011/2012,British Columbia,Medicine,v62427149,11.13,15766.000
2012/2013,British Columbia,Medicine,v62427149,11.13,16082.000
2013/2014,British Columbia,Medicine,v62427149,11.13,16403.000
2014/2015,British Columbia,Medicine,v62427149,11.13,16731.000
2015/2016,British Columbia,Medicine,v62427149,11.13,17066.000
2016/2017,British Columbia,Medicine,v62427149,11.13,17407.000
2017/2018,British Columbia,Medicine,v62427149,11.13,17755.000
2007/2008,British Columbia,Nursing,v62427150,11.14,5557.000
2008/2009,British Columbia,Nursing,v62427150,11.14,4436.000
2009/2010,British Columbia,Nursing,v62427150,11.14,4028.000
2010/2011,British Columbia,Nursing,v62427150,11.14,4081.000
2011/2012,British Columbia,Nursing,v62427150,11.14,4285.000
2012/2013,British Columbia,Nursing,v62427150,11.14,4287.000
2013/2014,British Columbia,Nursing,v62427150,11.14,4380.000
2014/2015,British Columbia,Nursing,v62427150,11.14,4379.000
2015/2016,British Columbia,Nursing,v62427150,11.14,4340.000
2016/2017,British Columbia,Nursing,v62427150,11.14,4382.000
2017/2018,British Columbia,Nursing,v62427150,11.14,4469.000
2007/2008,British Columbia,Pharmacy,v62427151,11.15,6090.000
2008/2009,British Columbia,Pharmacy,v62427151,11.15,6198.000
2009/2010,British Columbia,Pharmacy,v62427151,11.15,6322.000
2010/2011,British Columbia,Pharmacy,v62427151,11.15,6661.000
2011/2012,British Columbia,Pharmacy,v62427151,11.15,6794.000
2012/2013,British Columbia,Pharmacy,v62427151,11.15,6930.000
2013/2014,British Columbia,Pharmacy,v62427151,11.15,7069.000
2014/2015,British Columbia,Pharmacy,v62427151,11.15,7210.000
2015/2016,British Columbia,Pharmacy,v62427151,11.15,12016.000
2016/2017,British Columbia,Pharmacy,v62427151,11.15,12256.000
2017/2018,British Columbia,Pharmacy,v62427151,11.15,12501.000
2006/2007,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,5057.000
2007/2008,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,5599.000
2008/2009,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4477.000
2009/2010,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4568.000
2010/2011,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4556.000
2011/2012,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4638.000
2012/2013,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4755.000
2013/2014,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4850.000
2014/2015,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4890.000
2015/2016,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4947.000
2016/2017,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,4992.000
2017/2018,British Columbia,"Other health, parks, recreation and fitness",v62427152,11.17,5092.000
2014/2014,British Columbia,"Personal, protective and transportation services",v114648206,11.18,..
2015/2015,British Columbia,"Personal, protective and transportation services",v114648206,11.18,..
2016/2017,British Columbia,"Personal, protective and transportation services",v114648206,11.18,5334.000
2017/2018,British Columbia,"Personal, protective and transportation services",v114648206,11.18,5440.000
